rank	experiment	compression	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_encoding_ratio	post_compression_ratio	codec_ratio	elapsed_ms	result_file	column_stats_tsv	output_dir
209	rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict	snappy	delta-binary-packed	delta-binary-packed	rle-dict	plain	712398624	825621935	587009820	134936031	1.406487	6.118617	4.350282	18960	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-rle-dict
210	rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict	snappy	delta-binary-packed	delta-binary-packed	rle-dict	rle-dict	712398624	825621935	236942938	108113836	3.484476	7.636598	2.191606	18501	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-rle-dict
211	rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict	snappy	delta-binary-packed	delta-binary-packed	rle-dict	delta-byte-array	712398624	825621935	280429697	121421737	2.944132	6.799622	2.309551	19074	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict
212	rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict	snappy	delta-binary-packed	delta-binary-packed	rle-dict	delta-length-byte-array	712398624	825621935	482758085	131844266	1.710219	6.262100	3.661578	18638	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-rle-dict
213	rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed	snappy	delta-binary-packed	delta-binary-packed	delta-binary-packed	plain	712398624	825621935	575207739	127499898	1.435346	6.475471	4.511437	11644	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed
214	rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed	snappy	delta-binary-packed	delta-binary-packed	delta-binary-packed	rle-dict	712398624	825621935	225227945	100697656	3.665717	8.199018	2.236675	18070	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-05_rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-rle-dict-date-delta-binary-packed-ts-delta-binary-packed
215	rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed	snappy	delta-binary-packed	delta-binary-packed	delta-binary-packed	delta-byte-array	712398624	825621935	268787465	114016389	3.071653	7.241257	2.357446	11600	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed
216	rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed	snappy	delta-binary-packed	delta-binary-packed	delta-binary-packed	delta-length-byte-array	712398624	825621935	471027295	124430212	1.752811	6.635221	3.785474	11283	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-delta-binary-packed
217	rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain	zstd-3	plain	plain	plain	plain	712398624	825621935	825442338	86812277	1.000218	9.510428	9.508359	11715	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain
218	rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	zstd-3	plain	plain	plain	rle-dict	712398624	825621935	475404478	74994244	1.736673	11.009137	6.339213	11709	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain
219	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	zstd-3	plain	plain	plain	delta-byte-array	712398624	825621935	518911401	87749823	1.591065	9.408816	5.913532	12109	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain
220	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain	zstd-3	plain	plain	plain	delta-length-byte-array	712398624	825621935	721184720	89439267	1.144813	9.231090	8.063402	11749	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain
221	rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	plain	712398624	825621935	823343983	91376709	1.002767	9.035365	9.010436	11860	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict
222	rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	rle-dict	712398624	825621935	473346190	79529029	1.744224	10.381391	5.951867	11795	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-rle-dict
223	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	delta-byte-array	712398624	825621935	516817500	92266855	1.597512	8.948196	5.601334	12312	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict
224	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict	zstd-3	plain	plain	rle-dict	delta-length-byte-array	712398624	825621935	719093006	93993545	1.148143	8.783815	7.650451	11745	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict
225	rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-delta-binary-packed	zstd-3	plain	plain	delta-binary-packed	plain	712398624	825621935	811670273	87947012	1.017189	9.387720	9.229083	11703	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-delta-binary-packed
226	rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed	zstd-3	plain	plain	delta-binary-packed	rle-dict	712398624	825621935	461624481	76137222	1.788514	10.843867	6.063059	11375	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-delta-binary-packed
227	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed	zstd-3	plain	plain	delta-binary-packed	delta-byte-array	712398624	825621935	505127589	88897061	1.634482	9.287393	5.682163	12068	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-delta-binary-packed
228	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-delta-binary-packed	zstd-3	plain	plain	delta-binary-packed	delta-length-byte-array	712398624	825621935	707414847	90576159	1.167097	9.115224	7.810166	11752	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-delta-binary-packed
229	rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	plain	712398624	825621935	821443744	86813070	1.005086	9.510341	9.462213	11742	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-plain
230	rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	rle-dict	712398624	825621935	471405950	74995337	1.751403	11.008977	6.285803	11516	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-rle-dict-date-rle-dict-ts-plain
231	rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	delta-byte-array	712398624	825621935	514915477	87752370	1.603413	9.408543	5.867824	12276	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain
232	rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain	zstd-3	plain	rle-dict	plain	delta-length-byte-array	712398624	825621935	717186145	89440333	1.151196	9.230980	8.018599	11738	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/parquet/rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain
